type,normal,mc_without_assertion,mc_with_assertion,test_case,tx_id
MARK_PRICE_TICK,288504,302787,371817,"[NoMargin] Zero Fee (Valid)",6
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] Zero Fee (Valid)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] Zero Fee (Valid)",8
SCHEDULE_CONFIG,292471,305961,371024,"[NoMargin] Zero Fee (Valid)",9
SET_CONFIG,534477,551933,613028,"[NoMargin] Zero Fee (Valid)",10
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] Zero Fee (Valid)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] Zero Fee (Valid)",12
DEPOSIT,263906,282157,342460,"[NoMargin] Zero Fee (Valid)",13
TRANSFER,285330,298819,364676,"[NoMargin] Zero Fee (Valid)",14
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] Zero Fee (Valid)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] Zero Fee (Valid)",16
DEPOSIT,263906,282157,342460,"[NoMargin] Zero Fee (Valid)",17
TRANSFER,285330,298819,364676,"[NoMargin] Zero Fee (Valid)",18
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] Zero Fee (Valid)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] Zero Fee (Valid)",20
DEPOSIT,263906,282157,342460,"[NoMargin] Zero Fee (Valid)",21
TRANSFER,285330,298819,364676,"[NoMargin] Zero Fee (Valid)",22
TRADE,596366,617789,688407,"[NoMargin] Zero Fee (Valid)",23
INITIALIZE_CONFIG,556694,578116,655083,"[NoMargin] 20bps Fee (Valid)",1
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoMargin] 20bps Fee (Valid)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoMargin] 20bps Fee (Valid)",3
SCHEDULE_CONFIG,292471,305961,371024,"[NoMargin] 20bps Fee (Valid)",4
SET_CONFIG,536063,553520,614615,"[NoMargin] 20bps Fee (Valid)",5
MARK_PRICE_TICK,288504,302787,371817,"[NoMargin] 20bps Fee (Valid)",6
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] 20bps Fee (Valid)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] 20bps Fee (Valid)",8
SCHEDULE_CONFIG,292471,305961,371024,"[NoMargin] 20bps Fee (Valid)",9
SET_CONFIG,534477,551933,613028,"[NoMargin] 20bps Fee (Valid)",10
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] 20bps Fee (Valid)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] 20bps Fee (Valid)",12
DEPOSIT,263906,282157,342460,"[NoMargin] 20bps Fee (Valid)",13
TRANSFER,285330,298819,364676,"[NoMargin] 20bps Fee (Valid)",14
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] 20bps Fee (Valid)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] 20bps Fee (Valid)",16
DEPOSIT,263906,282157,342460,"[NoMargin] 20bps Fee (Valid)",17
TRANSFER,285330,298819,364676,"[NoMargin] 20bps Fee (Valid)",18
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] 20bps Fee (Valid)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] 20bps Fee (Valid)",20
DEPOSIT,263906,282157,342460,"[NoMargin] 20bps Fee (Valid)",21
TRANSFER,285330,298819,364676,"[NoMargin] 20bps Fee (Valid)",22
TRADE,596366,617789,688407,"[NoMargin] 20bps Fee (Valid)",23
INITIALIZE_CONFIG,556694,578116,655083,"[NoMargin] 20bps+ Fee (Invalid)",1
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoMargin] 20bps+ Fee (Invalid)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoMargin] 20bps+ Fee (Invalid)",3
SCHEDULE_CONFIG,292471,305961,371024,"[NoMargin] 20bps+ Fee (Invalid)",4
SET_CONFIG,536063,553520,614615,"[NoMargin] 20bps+ Fee (Invalid)",5
MARK_PRICE_TICK,288504,302787,371817,"[NoMargin] 20bps+ Fee (Invalid)",6
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] 20bps+ Fee (Invalid)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] 20bps+ Fee (Invalid)",8
SCHEDULE_CONFIG,292471,305961,371024,"[NoMargin] 20bps+ Fee (Invalid)",9
SET_CONFIG,534477,551933,613028,"[NoMargin] 20bps+ Fee (Invalid)",10
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] 20bps+ Fee (Invalid)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] 20bps+ Fee (Invalid)",12
DEPOSIT,263906,282157,342460,"[NoMargin] 20bps+ Fee (Invalid)",13
TRANSFER,285330,298819,364676,"[NoMargin] 20bps+ Fee (Invalid)",14
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] 20bps+ Fee (Invalid)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] 20bps+ Fee (Invalid)",16
DEPOSIT,263906,282157,342460,"[NoMargin] 20bps+ Fee (Invalid)",17
TRANSFER,285330,298819,364676,"[NoMargin] 20bps+ Fee (Invalid)",18
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] 20bps+ Fee (Invalid)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] 20bps+ Fee (Invalid)",20
DEPOSIT,263906,282157,342460,"[NoMargin] 20bps+ Fee (Invalid)",21
TRANSFER,285330,298819,364676,"[NoMargin] 20bps+ Fee (Invalid)",22
INITIALIZE_CONFIG,556694,578116,655083,"Setup Successful",1
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"Setup Successful",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"Setup Successful",3
SCHEDULE_CONFIG,292471,305961,371024,"Setup Successful",4
SET_CONFIG,536063,553520,614615,"Setup Successful",5
MARK_PRICE_TICK,312308,326590,397207,"Setup Successful",6
CREATE_ACCOUNT,255974,282950,333731,"Setup Successful",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"Setup Successful",8
SCHEDULE_CONFIG,292471,305961,371024,"Setup Successful",9
SET_CONFIG,534477,551933,613028,"Setup Successful",10
CREATE_ACCOUNT,255974,282950,333731,"Setup Successful",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"Setup Successful",12
DEPOSIT,263906,282157,342460,"Setup Successful",13
TRANSFER,285330,298819,364676,"Setup Successful",14
CREATE_ACCOUNT,255974,282950,333731,"Setup Successful",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"Setup Successful",16
DEPOSIT,263906,282157,342460,"Setup Successful",17
TRANSFER,285330,298819,364676,"Setup Successful",18
CREATE_ACCOUNT,255974,282950,333731,"Setup Successful",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"Setup Successful",20
DEPOSIT,263906,282157,342460,"Setup Successful",21
TRANSFER,285330,298819,364676,"Setup Successful",22
INITIALIZE_CONFIG,556694,578116,655083,"Tick Funding",1
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"Tick Funding",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"Tick Funding",3
SCHEDULE_CONFIG,292471,305961,371024,"Tick Funding",4
SET_CONFIG,536063,553520,614615,"Tick Funding",5
MARK_PRICE_TICK,312308,326590,397207,"Tick Funding",6
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding",8
SCHEDULE_CONFIG,292471,305961,371024,"Tick Funding",9
SET_CONFIG,534477,551933,613028,"Tick Funding",10
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding",12
DEPOSIT,263906,282157,342460,"Tick Funding",13
TRANSFER,285330,298819,364676,"Tick Funding",14
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding",16
DEPOSIT,263906,282157,342460,"Tick Funding",17
TRANSFER,285330,298819,364676,"Tick Funding",18
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding",20
DEPOSIT,263906,282157,342460,"Tick Funding",21
TRANSFER,285330,298819,364676,"Tick Funding",22
TRADE,596366,617789,688407,"Tick Funding",23
FUNDING_TICK,267875,284537,347221,"Tick Funding",24
TRADE,665397,687614,756645,"Tick Funding",25
INITIALIZE_CONFIG,556694,578116,655083,"Tick Funding back and forth",1
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"Tick Funding back and forth",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"Tick Funding back and forth",3
SCHEDULE_CONFIG,292471,305961,371024,"Tick Funding back and forth",4
SET_CONFIG,536063,553520,614615,"Tick Funding back and forth",5
MARK_PRICE_TICK,312308,326590,397207,"Tick Funding back and forth",6
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding back and forth",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding back and forth",8
SCHEDULE_CONFIG,292471,305961,371024,"Tick Funding back and forth",9
SET_CONFIG,534477,551933,613028,"Tick Funding back and forth",10
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding back and forth",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding back and forth",12
DEPOSIT,263906,282157,342460,"Tick Funding back and forth",13
TRANSFER,285330,298819,364676,"Tick Funding back and forth",14
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding back and forth",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding back and forth",16
DEPOSIT,263906,282157,342460,"Tick Funding back and forth",17
TRANSFER,285330,298819,364676,"Tick Funding back and forth",18
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding back and forth",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding back and forth",20
DEPOSIT,263906,282157,342460,"Tick Funding back and forth",21
TRANSFER,285330,298819,364676,"Tick Funding back and forth",22
TRADE,596366,617789,688407,"Tick Funding back and forth",23
TRADE,620169,642387,712211,"Tick Funding back and forth",24
TRADE,596366,617789,688407,"Tick Funding back and forth",25
FUNDING_TICK,267875,284537,347221,"Tick Funding back and forth",26
TRADE,649528,671744,740775,"Tick Funding back and forth",27
INITIALIZE_CONFIG,556694,578116,655083,"Position Opened with existing funding rate",1
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"Position Opened with existing funding rate",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"Position Opened with existing funding rate",3
SCHEDULE_CONFIG,292471,305961,371024,"Position Opened with existing funding rate",4
SET_CONFIG,536063,553520,614615,"Position Opened with existing funding rate",5
MARK_PRICE_TICK,312308,326590,397207,"Position Opened with existing funding rate",6
CREATE_ACCOUNT,255974,282950,333731,"Position Opened with existing funding rate",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"Position Opened with existing funding rate",8
SCHEDULE_CONFIG,292471,305961,371024,"Position Opened with existing funding rate",9
SET_CONFIG,534477,551933,613028,"Position Opened with existing funding rate",10
CREATE_ACCOUNT,255974,282950,333731,"Position Opened with existing funding rate",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"Position Opened with existing funding rate",12
DEPOSIT,263906,282157,342460,"Position Opened with existing funding rate",13
TRANSFER,285330,298819,364676,"Position Opened with existing funding rate",14
CREATE_ACCOUNT,255974,282950,333731,"Position Opened with existing funding rate",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"Position Opened with existing funding rate",16
DEPOSIT,263906,282157,342460,"Position Opened with existing funding rate",17
TRANSFER,285330,298819,364676,"Position Opened with existing funding rate",18
CREATE_ACCOUNT,255974,282950,333731,"Position Opened with existing funding rate",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"Position Opened with existing funding rate",20
DEPOSIT,263906,282157,342460,"Position Opened with existing funding rate",21
TRANSFER,285330,298819,364676,"Position Opened with existing funding rate",22
FUNDING_TICK,267875,284537,347221,"Position Opened with existing funding rate",23
TRADE,620169,642387,712211,"Position Opened with existing funding rate",24
FUNDING_TICK,267875,284537,347221,"Position Opened with existing funding rate",25
TRADE,665397,687614,756645,"Position Opened with existing funding rate",26
INITIALIZE_CONFIG,556694,578116,655083,"Tick Funding with 3 Trades",1
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"Tick Funding with 3 Trades",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"Tick Funding with 3 Trades",3
SCHEDULE_CONFIG,292471,305961,371024,"Tick Funding with 3 Trades",4
SET_CONFIG,536063,553520,614615,"Tick Funding with 3 Trades",5
MARK_PRICE_TICK,312308,326590,397207,"Tick Funding with 3 Trades",6
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding with 3 Trades",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding with 3 Trades",8
SCHEDULE_CONFIG,292471,305961,371024,"Tick Funding with 3 Trades",9
SET_CONFIG,534477,551933,613028,"Tick Funding with 3 Trades",10
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding with 3 Trades",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding with 3 Trades",12
DEPOSIT,263906,282157,342460,"Tick Funding with 3 Trades",13
TRANSFER,285330,298819,364676,"Tick Funding with 3 Trades",14
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding with 3 Trades",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding with 3 Trades",16
DEPOSIT,263906,282157,342460,"Tick Funding with 3 Trades",17
TRANSFER,285330,298819,364676,"Tick Funding with 3 Trades",18
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding with 3 Trades",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding with 3 Trades",20
DEPOSIT,263906,282157,342460,"Tick Funding with 3 Trades",21
TRANSFER,285330,298819,364676,"Tick Funding with 3 Trades",22
TRADE,596366,617789,688407,"Tick Funding with 3 Trades",23
TRADE,604301,625722,696341,"Tick Funding with 3 Trades",24
TRADE,604301,625722,696341,"Tick Funding with 3 Trades",25
FUNDING_TICK,267875,284537,347221,"Tick Funding with 3 Trades",26
TRADE,649528,671744,740775,"Tick Funding with 3 Trades",27
TRADE,604301,625722,696341,"Tick Funding with 3 Trades",28
TRADE,620169,642387,712211,"Tick Funding with 3 Trades",29
INITIALIZE_CONFIG,556694,578116,655083,"Tick Funding Up/Down",1
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"Tick Funding Up/Down",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"Tick Funding Up/Down",3
SCHEDULE_CONFIG,292471,305961,371024,"Tick Funding Up/Down",4
SET_CONFIG,536063,553520,614615,"Tick Funding Up/Down",5
MARK_PRICE_TICK,312308,326590,397207,"Tick Funding Up/Down",6
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding Up/Down",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding Up/Down",8
SCHEDULE_CONFIG,292471,305961,371024,"Tick Funding Up/Down",9
SET_CONFIG,534477,551933,613028,"Tick Funding Up/Down",10
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding Up/Down",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding Up/Down",12
DEPOSIT,263906,282157,342460,"Tick Funding Up/Down",13
TRANSFER,285330,298819,364676,"Tick Funding Up/Down",14
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding Up/Down",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding Up/Down",16
DEPOSIT,263906,282157,342460,"Tick Funding Up/Down",17
TRANSFER,285330,298819,364676,"Tick Funding Up/Down",18
CREATE_ACCOUNT,255974,282950,333731,"Tick Funding Up/Down",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"Tick Funding Up/Down",20
DEPOSIT,263906,282157,342460,"Tick Funding Up/Down",21
TRANSFER,285330,298819,364676,"Tick Funding Up/Down",22
TRADE,596366,617789,688407,"Tick Funding Up/Down",23
FUNDING_TICK,267875,284537,347221,"Tick Funding Up/Down",24
FUNDING_TICK,267875,284537,347221,"Tick Funding Up/Down",25
TRADE,650321,672538,742362,"Tick Funding Up/Down",26
INITIALIZE_CONFIG,556694,578116,655083,"Expired Assets",1
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"Expired Assets",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"Expired Assets",3
SCHEDULE_CONFIG,292471,305961,371024,"Expired Assets",4
SET_CONFIG,536063,553520,614615,"Expired Assets",5
MARK_PRICE_TICK,312308,326590,397207,"Expired Assets",6
CREATE_ACCOUNT,255974,282950,333731,"Expired Assets",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"Expired Assets",8
SCHEDULE_CONFIG,292471,305961,371024,"Expired Assets",9
SET_CONFIG,534477,551933,613028,"Expired Assets",10
CREATE_ACCOUNT,255974,282950,333731,"Expired Assets",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"Expired Assets",12
DEPOSIT,263906,282157,342460,"Expired Assets",13
TRANSFER,285330,298819,364676,"Expired Assets",14
CREATE_ACCOUNT,255974,282950,333731,"Expired Assets",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"Expired Assets",16
DEPOSIT,263906,282157,342460,"Expired Assets",17
TRANSFER,285330,298819,364676,"Expired Assets",18
CREATE_ACCOUNT,255974,282950,333731,"Expired Assets",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"Expired Assets",20
DEPOSIT,263906,282157,342460,"Expired Assets",21
TRANSFER,285330,298819,364676,"Expired Assets",22
INITIALIZE_CONFIG,556694,578116,655083,"[NoMargin] Liquidation (SubAccount Signer)",1
SCHEDULE_CONFIG,292471,305961,371024,"[NoMargin] Liquidation (SubAccount Signer)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoMargin] Liquidation (SubAccount Signer)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoMargin] Liquidation (SubAccount Signer)",4
SET_CONFIG,536063,553520,614615,"[NoMargin] Liquidation (SubAccount Signer)",5
MARK_PRICE_TICK,296439,310721,379752,"[NoMargin] Liquidation (SubAccount Signer)",6
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] Liquidation (SubAccount Signer)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] Liquidation (SubAccount Signer)",8
SCHEDULE_CONFIG,292471,305961,371024,"[NoMargin] Liquidation (SubAccount Signer)",9
SET_CONFIG,534477,551933,613028,"[NoMargin] Liquidation (SubAccount Signer)",10
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] Liquidation (SubAccount Signer)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] Liquidation (SubAccount Signer)",12
SCHEDULE_CONFIG,292471,305961,371024,"[NoMargin] Liquidation (SubAccount Signer)",13
SET_CONFIG,534477,551933,613028,"[NoMargin] Liquidation (SubAccount Signer)",14
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] Liquidation (SubAccount Signer)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoMargin] Liquidation (SubAccount Signer)",16
DEPOSIT,263906,282157,342460,"[NoMargin] Liquidation (SubAccount Signer)",17
TRANSFER,285330,298819,364676,"[NoMargin] Liquidation (SubAccount Signer)",18
CREATE_ACCOUNT,255974,282950,333731,"[NoMargin] Liquidation (SubAccount Signer)",19
